Layout Name,Algorithm,Nodes Expanded,Path Cost
mirrorMaze_28,dfs,"153",77
mirrorMaze_28,bfs,"190",25
mirrorMaze_28,astar,"80",25
mirrorMaze_28,ucs,"190",25
mirrorMaze_28,mm,"71",25
mirrorMaze_28,mm0,"114",25
mirrorMaze_29,dfs,"153",78
mirrorMaze_29,bfs,"190",24
mirrorMaze_29,astar,"80",24
mirrorMaze_29,ucs,"190",24
mirrorMaze_29,mm,"73",24
mirrorMaze_29,mm0,"119",24
mirrorMaze_3,dfs,"19",19
mirrorMaze_3,bfs,"123",19
mirrorMaze_3,astar,"19",19
mirrorMaze_3,ucs,"123",19
mirrorMaze_3,mm,"22",19
mirrorMaze_3,mm0,"41",19
mirrorMaze_30,dfs,"62",37
mirrorMaze_30,bfs,"190",23
mirrorMaze_30,astar,"80",23
mirrorMaze_30,ucs,"190",23
mirrorMaze_30,mm,"69",23
mirrorMaze_30,mm0,"118",23
mirrorMaze_31,dfs,"62",38
mirrorMaze_31,bfs,"190",24
mirrorMaze_31,astar,"81",24
mirrorMaze_31,ucs,"190",24
mirrorMaze_31,mm,"70",24
mirrorMaze_31,mm0,"119",24
mirrorMaze_32,dfs,"62",39
mirrorMaze_32,bfs,"190",25
mirrorMaze_32,astar,"82",25
mirrorMaze_32,ucs,"190",25
mirrorMaze_32,mm,"69",25
mirrorMaze_32,mm0,"115",25
mirrorMaze_33,dfs,"62",40
mirrorMaze_33,bfs,"190",26
mirrorMaze_33,astar,"83",26
mirrorMaze_33,ucs,"190",26
mirrorMaze_33,mm,"70",26
mirrorMaze_33,mm0,"115",26
mirrorMaze_34,dfs,"62",41
mirrorMaze_34,bfs,"190",27
mirrorMaze_34,astar,"84",27
mirrorMaze_34,ucs,"190",27
mirrorMaze_34,mm,"69",27
mirrorMaze_34,mm0,"111",27
mirrorMaze_35,dfs,"62",42
mirrorMaze_35,bfs,"190",28
mirrorMaze_35,astar,"85",28
mirrorMaze_35,ucs,"190",28
mirrorMaze_35,mm,"70",28
mirrorMaze_35,mm0,"111",28
mirrorMaze_36,dfs,"62",43
mirrorMaze_36,bfs,"190",29
mirrorMaze_36,astar,"86",29
mirrorMaze_36,ucs,"190",29
mirrorMaze_36,mm,"69",29
mirrorMaze_36,mm0,"107",29
mirrorMaze_37,dfs,"62",44
mirrorMaze_37,bfs,"188",30
mirrorMaze_37,astar,"105",30
mirrorMaze_37,ucs,"188",30
mirrorMaze_37,mm,"85",30
mirrorMaze_37,mm0,"107",30
mirrorMaze_38,dfs,"32",32
mirrorMaze_38,bfs,"193",32
mirrorMaze_38,astar,"32",32
mirrorMaze_38,ucs,"193",32
mirrorMaze_38,mm,"55",32
mirrorMaze_38,mm0,"88",32
mirrorMaze_39,dfs,"13",13
mirrorMaze_39,bfs,"27",13
mirrorMaze_39,astar,"13",13
mirrorMaze_39,ucs,"27",13
mirrorMaze_39,mm,"13",13
mirrorMaze_39,mm0,"24",13
mirrorMaze_4,dfs,"20",20
mirrorMaze_4,bfs,"141",20
mirrorMaze_4,astar,"20",20
mirrorMaze_4,ucs,"141",20
mirrorMaze_4,mm,"24",20
mirrorMaze_4,mm0,"45",20
mirrorMaze_40,dfs,"153",71
mirrorMaze_40,bfs,"186",29
mirrorMaze_40,astar,"36",29
mirrorMaze_40,ucs,"186",29
mirrorMaze_40,mm,"52",29
mirrorMaze_40,mm0,"94",29
mirrorMaze_41,dfs,"116",74
mirrorMaze_41,bfs,"186",22
mirrorMaze_41,astar,"61",22
mirrorMaze_41,ucs,"186",22
mirrorMaze_41,mm,"58",22
mirrorMaze_41,mm0,"117",22
mirrorMaze_42,dfs,"153",71
mirrorMaze_42,bfs,"186",29
mirrorMaze_42,astar,"36",29
mirrorMaze_42,ucs,"186",29
mirrorMaze_42,mm,"47",29
mirrorMaze_42,mm0,"94",29
mirrorMaze_43,dfs,"31",31
mirrorMaze_43,bfs,"189",31
mirrorMaze_43,astar,"31",31
mirrorMaze_43,ucs,"189",31
mirrorMaze_43,mm,"53",31
mirrorMaze_43,mm0,"78",31
mirrorMaze_44,dfs,"12",12
mirrorMaze_44,bfs,"24",12
mirrorMaze_44,astar,"12",12
mirrorMaze_44,ucs,"24",12
mirrorMaze_44,mm,"12",12
mirrorMaze_44,mm0,"21",12
mirrorMaze_45,dfs,"153",70
mirrorMaze_45,bfs,"182",28
mirrorMaze_45,astar,"35",28
mirrorMaze_45,ucs,"182",28
mirrorMaze_45,mm,"50",28
mirrorMaze_45,mm0,"75",28
mirrorMaze_46,dfs,"116",78
mirrorMaze_46,bfs,"180",26
mirrorMaze_46,astar,"60",26
mirrorMaze_46,ucs,"180",26
mirrorMaze_46,mm,"65",26
mirrorMaze_46,mm0,"103",26
mirrorMaze_47,dfs,"136",71
mirrorMaze_47,bfs,"182",25
mirrorMaze_47,astar,"60",25
mirrorMaze_47,ucs,"182",25
mirrorMaze_47,mm,"63",25
mirrorMaze_47,mm0,"104",25
mirrorMaze_48,dfs,"136",72
mirrorMaze_48,bfs,"182",24
mirrorMaze_48,astar,"60",24
mirrorMaze_48,ucs,"182",24
mirrorMaze_48,mm,"64",24
mirrorMaze_48,mm0,"107",24
mirrorMaze_49,dfs,"136",73
mirrorMaze_49,bfs,"182",23
mirrorMaze_49,astar,"60",23
mirrorMaze_49,ucs,"182",23
mirrorMaze_49,mm,"61",23
mirrorMaze_49,mm0,"108",23
mirrorMaze_5,dfs,"21",21
mirrorMaze_5,bfs,"160",21
mirrorMaze_5,astar,"21",21
mirrorMaze_5,ucs,"160",21
mirrorMaze_5,mm,"26",21
mirrorMaze_5,mm0,"58",21
mirrorMaze_50,dfs,"136",74
mirrorMaze_50,bfs,"182",22
mirrorMaze_50,astar,"60",22
mirrorMaze_50,ucs,"182",22
mirrorMaze_50,mm,"60",22
mirrorMaze_50,mm0,"111",22
mirrorMaze_51,dfs,"116",73
mirrorMaze_51,bfs,"182",21
mirrorMaze_51,astar,"60",21
mirrorMaze_51,ucs,"182",21
mirrorMaze_51,mm,"57",21
mirrorMaze_51,mm0,"112",21
mirrorMaze_52,dfs,"116",74
mirrorMaze_52,bfs,"182",22
mirrorMaze_52,astar,"61",22
mirrorMaze_52,ucs,"182",22
mirrorMaze_52,mm,"58",22
mirrorMaze_52,mm0,"111",22
mirrorMaze_53,dfs,"116",75
mirrorMaze_53,bfs,"182",23
mirrorMaze_53,astar,"62",23
mirrorMaze_53,ucs,"182",23
mirrorMaze_53,mm,"58",23
mirrorMaze_53,mm0,"109",23
mirrorMaze_54,dfs,"116",76
mirrorMaze_54,bfs,"182",24
mirrorMaze_54,astar,"63",24
mirrorMaze_54,ucs,"182",24
mirrorMaze_54,mm,"59",24
mirrorMaze_54,mm0,"107",24
mirrorMaze_55,dfs,"116",77
mirrorMaze_55,bfs,"182",25
mirrorMaze_55,astar,"64",25
mirrorMaze_55,ucs,"182",25
mirrorMaze_55,mm,"59",25
mirrorMaze_55,mm0,"105",25
mirrorMaze_56,dfs,"116",78
mirrorMaze_56,bfs,"180",26
mirrorMaze_56,astar,"77",26
mirrorMaze_56,ucs,"180",26
mirrorMaze_56,mm,"72",26
mirrorMaze_56,mm0,"103",26
mirrorMaze_57,dfs,"153",70
mirrorMaze_57,bfs,"182",28
mirrorMaze_57,astar,"35",28
mirrorMaze_57,ucs,"182",28
mirrorMaze_57,mm,"43",28
mirrorMaze_57,mm0,"74",28
mirrorMaze_58,dfs,"30",30
mirrorMaze_58,bfs,"183",30
mirrorMaze_58,astar,"30",30
mirrorMaze_58,ucs,"183",30
mirrorMaze_58,mm,"48",30
mirrorMaze_58,mm0,"72",30
mirrorMaze_59,dfs,"11",11
mirrorMaze_59,bfs,"22",11
mirrorMaze_59,astar,"11",11
mirrorMaze_59,ucs,"22",11
mirrorMaze_59,mm,"11",11
mirrorMaze_59,mm0,"20",11
mirrorMaze_6,dfs,"22",22
mirrorMaze_6,bfs,"174",22
mirrorMaze_6,astar,"22",22
mirrorMaze_6,ucs,"174",22
mirrorMaze_6,mm,"28",22
mirrorMaze_6,mm0,"66",22
mirrorMaze_60,dfs,"153",69
mirrorMaze_60,bfs,"178",27
mirrorMaze_60,astar,"34",27
mirrorMaze_60,ucs,"178",27
mirrorMaze_60,mm,"48",27
mirrorMaze_60,mm0,"66",27
mirrorMaze_61,dfs,"136",69
mirrorMaze_61,bfs,"178",25
mirrorMaze_61,astar,"37",25
mirrorMaze_61,ucs,"178",25
mirrorMaze_61,mm,"42",25
mirrorMaze_61,mm0,"90",25
mirrorMaze_62,dfs,"133",88
mirrorMaze_62,bfs,"178",20
mirrorMaze_62,astar,"47",20
mirrorMaze_62,ucs,"178",20
mirrorMaze_62,mm,"47",20
mirrorMaze_62,mm0,"104",20
mirrorMaze_63,dfs,"136",69
mirrorMaze_63,bfs,"178",25
mirrorMaze_63,astar,"37",25
mirrorMaze_63,ucs,"178",25
mirrorMaze_63,mm,"37",25
mirrorMaze_63,mm0,"90",25
mirrorMaze_64,dfs,"153",69
mirrorMaze_64,bfs,"178",27
mirrorMaze_64,astar,"34",27
mirrorMaze_64,ucs,"178",27
mirrorMaze_64,mm,"41",27
mirrorMaze_64,mm0,"66",27
mirrorMaze_65,dfs,"29",29
mirrorMaze_65,bfs,"175",29
mirrorMaze_65,astar,"29",29
mirrorMaze_65,ucs,"175",29
mirrorMaze_65,mm,"46",29
mirrorMaze_65,mm0,"64",29
mirrorMaze_66,dfs,"10",10
mirrorMaze_66,bfs,"20",10
mirrorMaze_66,astar,"10",10
mirrorMaze_66,ucs,"20",10
mirrorMaze_66,mm,"10",10
mirrorMaze_66,mm0,"17",10
mirrorMaze_67,dfs,"153",68
mirrorMaze_67,bfs,"174",26
mirrorMaze_67,astar,"33",26
mirrorMaze_67,ucs,"174",26
mirrorMaze_67,mm,"46",26
mirrorMaze_67,mm0,"56",26
mirrorMaze_68,dfs,"136",68
mirrorMaze_68,bfs,"174",24
mirrorMaze_68,astar,"36",24
mirrorMaze_68,ucs,"174",24
mirrorMaze_68,mm,"41",24
mirrorMaze_68,mm0,"65",24
mirrorMaze_69,dfs,"136",90
mirrorMaze_69,bfs,"170",22
mirrorMaze_69,astar,"46",22
mirrorMaze_69,ucs,"170",22
mirrorMaze_69,mm,"46",22
mirrorMaze_69,mm0,"85",22
mirrorMaze_7,dfs,"23",23
mirrorMaze_7,bfs,"186",23
mirrorMaze_7,astar,"23",23
mirrorMaze_7,ucs,"186",23
mirrorMaze_7,mm,"30",23
mirrorMaze_7,mm0,"90",23
mirrorMaze_70,dfs,"136",85
mirrorMaze_70,bfs,"170",21
mirrorMaze_70,astar,"46",21
mirrorMaze_70,ucs,"170",21
mirrorMaze_70,mm,"46",21
mirrorMaze_70,mm0,"84",21
mirrorMaze_71,dfs,"136",86
mirrorMaze_71,bfs,"170",20
mirrorMaze_71,astar,"46",20
mirrorMaze_71,ucs,"170",20
mirrorMaze_71,mm,"45",20
mirrorMaze_71,mm0,"92",20
mirrorMaze_72,dfs,"133",87
mirrorMaze_72,bfs,"174",19
mirrorMaze_72,astar,"46",19
mirrorMaze_72,ucs,"174",19
mirrorMaze_72,mm,"46",19
mirrorMaze_72,mm0,"97",19
mirrorMaze_73,dfs,"134",88
mirrorMaze_73,bfs,"170",20
mirrorMaze_73,astar,"51",20
mirrorMaze_73,ucs,"170",20
mirrorMaze_73,mm,"51",20
mirrorMaze_73,mm0,"92",20
mirrorMaze_74,dfs,"135",89
mirrorMaze_74,bfs,"170",21
mirrorMaze_74,astar,"56",21
mirrorMaze_74,ucs,"170",21
mirrorMaze_74,mm,"55",21
mirrorMaze_74,mm0,"84",21
mirrorMaze_75,dfs,"136",90
mirrorMaze_75,bfs,"170",22
mirrorMaze_75,astar,"61",22
mirrorMaze_75,ucs,"170",22
mirrorMaze_75,mm,"60",22
mirrorMaze_75,mm0,"85",22
mirrorMaze_76,dfs,"136",68
mirrorMaze_76,bfs,"174",24
mirrorMaze_76,astar,"36",24
mirrorMaze_76,ucs,"174",24
mirrorMaze_76,mm,"35",24
mirrorMaze_76,mm0,"65",24
mirrorMaze_77,dfs,"153",68
mirrorMaze_77,bfs,"174",26
mirrorMaze_77,astar,"33",26
mirrorMaze_77,ucs,"174",26
mirrorMaze_77,mm,"37",26
mirrorMaze_77,mm0,"55",26
mirrorMaze_78,dfs,"28",28
mirrorMaze_78,bfs,"165",28
mirrorMaze_78,astar,"28",28
mirrorMaze_78,ucs,"165",28
mirrorMaze_78,mm,"42",28
mirrorMaze_78,mm0,"62",28
mirrorMaze_79,dfs,"9",9
mirrorMaze_79,bfs,"18",9
mirrorMaze_79,astar,"9",9
mirrorMaze_79,ucs,"18",9
mirrorMaze_79,mm,"9",9
mirrorMaze_79,mm0,"16",9
mirrorMaze_8,dfs,"24",24
mirrorMaze_8,bfs,"192",24
mirrorMaze_8,astar,"24",24
mirrorMaze_8,ucs,"192",24
mirrorMaze_8,mm,"32",24
mirrorMaze_8,mm0,"102",24
mirrorMaze_80,dfs,"153",67
mirrorMaze_80,bfs,"168",25
mirrorMaze_80,astar,"32",25
mirrorMaze_80,ucs,"168",25
mirrorMaze_80,mm,"44",25
mirrorMaze_80,mm0,"50",25
mirrorMaze_81,dfs,"136",67
mirrorMaze_81,bfs,"166",23
mirrorMaze_81,astar,"35",23
mirrorMaze_81,ucs,"166",23
mirrorMaze_81,mm,"39",23
mirrorMaze_81,mm0,"56",23
mirrorMaze_82,dfs,"136",83
mirrorMaze_82,bfs,"166",21
mirrorMaze_82,astar,"45",21
mirrorMaze_82,ucs,"166",21
mirrorMaze_82,mm,"45",21
mirrorMaze_82,mm0,"78",21
mirrorMaze_83,dfs,"136",78
mirrorMaze_83,bfs,"166",20
mirrorMaze_83,astar,"45",20
mirrorMaze_83,ucs,"166",20
mirrorMaze_83,mm,"44",20
mirrorMaze_83,mm0,"80",20
mirrorMaze_84,dfs,"136",79
mirrorMaze_84,bfs,"166",19
mirrorMaze_84,astar,"45",19
mirrorMaze_84,ucs,"166",19
mirrorMaze_84,mm,"44",19
mirrorMaze_84,mm0,"85",19
mirrorMaze_85,dfs,"136",80
mirrorMaze_85,bfs,"166",18
mirrorMaze_85,astar,"42",18
mirrorMaze_85,ucs,"166",18
mirrorMaze_85,mm,"43",18
mirrorMaze_85,mm0,"89",18
mirrorMaze_86,dfs,"136",81
mirrorMaze_86,bfs,"166",19
mirrorMaze_86,astar,"46",19
mirrorMaze_86,ucs,"166",19
mirrorMaze_86,mm,"46",19
mirrorMaze_86,mm0,"85",19
mirrorMaze_87,dfs,"136",82
mirrorMaze_87,bfs,"166",20
mirrorMaze_87,astar,"50",20
mirrorMaze_87,ucs,"166",20
mirrorMaze_87,mm,"50",20
mirrorMaze_87,mm0,"80",20
mirrorMaze_88,dfs,"136",83
mirrorMaze_88,bfs,"166",21
mirrorMaze_88,astar,"54",21
mirrorMaze_88,ucs,"166",21
mirrorMaze_88,mm,"53",21
mirrorMaze_88,mm0,"78",21
mirrorMaze_89,dfs,"136",67
mirrorMaze_89,bfs,"166",23
mirrorMaze_89,astar,"35",23
mirrorMaze_89,ucs,"166",23
mirrorMaze_89,mm,"33",23
mirrorMaze_89,mm0,"56",23
mirrorMaze_9,dfs,"25",25
mirrorMaze_9,bfs,"196",25
mirrorMaze_9,astar,"106",25
mirrorMaze_9,ucs,"196",25
mirrorMaze_9,mm,"79",25
mirrorMaze_9,mm0,"116",25
mirrorMaze_90,dfs,"153",67
mirrorMaze_90,bfs,"168",25
mirrorMaze_90,astar,"32",25
mirrorMaze_90,ucs,"168",25
mirrorMaze_90,mm,"35",25
mirrorMaze_90,mm0,"50",25
mirrorMaze_91,dfs,"27",27
mirrorMaze_91,bfs,"153",27
mirrorMaze_91,astar,"27",27
mirrorMaze_91,ucs,"153",27
mirrorMaze_91,mm,"40",27
mirrorMaze_91,mm0,"57",27
mirrorMaze_92,dfs,"8",8
mirrorMaze_92,bfs,"16",8
mirrorMaze_92,astar,"8",8
mirrorMaze_92,ucs,"16",8
mirrorMaze_92,mm,"8",8
mirrorMaze_92,mm0,"13",8
mirrorMaze_93,dfs,"153",66
mirrorMaze_93,bfs,"162",24
mirrorMaze_93,astar,"31",24
mirrorMaze_93,ucs,"162",24
mirrorMaze_93,mm,"43",24
mirrorMaze_93,mm0,"47",24
mirrorMaze_94,dfs,"136",66
mirrorMaze_94,bfs,"158",22
mirrorMaze_94,astar,"34",22
mirrorMaze_94,ucs,"158",22
mirrorMaze_94,mm,"37",22
mirrorMaze_94,mm0,"46",22
mirrorMaze_95,dfs,"136",76
mirrorMaze_95,bfs,"158",20
mirrorMaze_95,astar,"43",20
mirrorMaze_95,ucs,"158",20
mirrorMaze_95,mm,"42",20
mirrorMaze_95,mm0,"70",20
mirrorMaze_96,dfs,"136",71
mirrorMaze_96,bfs,"158",19
mirrorMaze_96,astar,"43",19
mirrorMaze_96,ucs,"158",19
mirrorMaze_96,mm,"42",19
mirrorMaze_96,mm0,"74",19
mirrorMaze_97,dfs,"136",72
mirrorMaze_97,bfs,"158",18
mirrorMaze_97,astar,"41",18
mirrorMaze_97,ucs,"158",18
mirrorMaze_97,mm,"39",18
mirrorMaze_97,mm0,"78",18
mirrorMaze_98,dfs,"136",74
mirrorMaze_98,bfs,"158",18
mirrorMaze_98,astar,"41",18
mirrorMaze_98,ucs,"158",18
mirrorMaze_98,mm,"42",18
mirrorMaze_98,mm0,"78",18
mirrorMaze_99,dfs,"136",75
mirrorMaze_99,bfs,"158",19
mirrorMaze_99,astar,"44",19
mirrorMaze_99,ucs,"158",19
mirrorMaze_99,mm,"44",19
mirrorMaze_99,mm0,"74",19
smallMaze,dfs,"59",49
smallMaze,bfs,"92",19
smallMaze,astar,"53",19
smallMaze,ucs,"92",19
smallMaze,mm,"39",19
smallMaze,mm0,"50",19
smallMaze_0,dfs,"73",63
smallMaze_0,bfs,"92",33
smallMaze_0,astar,"54",33
smallMaze_0,ucs,"92",33
smallMaze_0,mm,"38",33
smallMaze_0,mm0,"38",33
smallMaze_1,dfs,"68",58
smallMaze_1,bfs,"92",28
smallMaze_1,astar,"54",28
smallMaze_1,ucs,"92",28
smallMaze_1,mm,"38",28
smallMaze_1,mm0,"39",28
smallMaze_10,dfs,"76",31
smallMaze_10,bfs,"86",31
smallMaze_10,astar,"45",31
smallMaze_10,ucs,"86",31
smallMaze_10,mm,"37",31
smallMaze_10,mm0,"36",31
smallMaze_11,dfs,"76",30
smallMaze_11,bfs,"86",30
smallMaze_11,astar,"45",30
smallMaze_11,ucs,"86",30
smallMaze_11,mm,"35",30
smallMaze_11,mm0,"35",30
smallMaze_12,dfs,"76",29
smallMaze_12,bfs,"86",29
smallMaze_12,astar,"45",29
smallMaze_12,ucs,"86",29
smallMaze_12,mm,"35",29
smallMaze_12,mm0,"36",29
smallMaze_13,dfs,"76",28
smallMaze_13,bfs,"86",28
smallMaze_13,astar,"45",28
smallMaze_13,ucs,"86",28
smallMaze_13,mm,"34",28
smallMaze_13,mm0,"35",28
smallMaze_14,dfs,"76",27
smallMaze_14,bfs,"86",27
smallMaze_14,astar,"45",27
smallMaze_14,ucs,"86",27
smallMaze_14,mm,"34",27
smallMaze_14,mm0,"37",27
smallMaze_15,dfs,"76",26
smallMaze_15,bfs,"86",26
smallMaze_15,astar,"45",26
smallMaze_15,ucs,"86",26
smallMaze_15,mm,"34",26
smallMaze_15,mm0,"37",26
smallMaze_16,dfs,"72",62
smallMaze_16,bfs,"92",32
smallMaze_16,astar,"54",32
smallMaze_16,ucs,"92",32
smallMaze_16,mm,"37",32
smallMaze_16,mm0,"37",32
smallMaze_17,dfs,"73",61
smallMaze_17,bfs,"92",31
smallMaze_17,astar,"54",31
smallMaze_17,ucs,"92",31
smallMaze_17,mm,"38",31
smallMaze_17,mm0,"38",31
smallMaze_18,dfs,"73",60
smallMaze_18,bfs,"92",30
smallMaze_18,astar,"54",30
smallMaze_18,ucs,"92",30
smallMaze_18,mm,"38",30
smallMaze_18,mm0,"38",30
smallMaze_19,dfs,"73",59
smallMaze_19,bfs,"92",29
smallMaze_19,astar,"54",29
smallMaze_19,ucs,"92",29
smallMaze_19,mm,"38",29
smallMaze_19,mm0,"39",29
smallMaze_2,dfs,"73",57
smallMaze_2,bfs,"92",27
smallMaze_2,astar,"54",27
smallMaze_2,ucs,"92",27
smallMaze_2,mm,"38",27
smallMaze_2,mm0,"40",27
smallMaze_20,dfs,"60",50
smallMaze_20,bfs,"92",20
smallMaze_20,astar,"54",20
smallMaze_20,ucs,"92",20
smallMaze_20,mm,"42",20
smallMaze_20,mm0,"48",20
smallMaze_21,dfs,"62",52
smallMaze_21,bfs,"88",18
smallMaze_21,astar,"39",18
smallMaze_21,ucs,"88",18
smallMaze_21,mm,"31",18
smallMaze_21,mm0,"44",18
smallMaze_22,dfs,"70",25
smallMaze_22,bfs,"86",25
smallMaze_22,astar,"39",25
smallMaze_22,ucs,"86",25
smallMaze_22,mm,"28",25
smallMaze_22,mm0,"39",25
smallMaze_23,dfs,"43",24
smallMaze_23,bfs,"91",24
smallMaze_23,astar,"56",24
smallMaze_23,ucs,"91",24
smallMaze_23,mm,"44",24
smallMaze_23,mm0,"51",24
smallMaze_24,dfs,"55",45
smallMaze_24,bfs,"92",23
smallMaze_24,astar,"56",23
smallMaze_24,ucs,"92",23
smallMaze_24,mm,"46",23
smallMaze_24,mm0,"51",23
smallMaze_25,dfs,"56",46
smallMaze_25,bfs,"92",22
smallMaze_25,astar,"56",22
smallMaze_25,ucs,"92",22
smallMaze_25,mm,"46",22
smallMaze_25,mm0,"50",22
smallMaze_26,dfs,"57",47
smallMaze_26,bfs,"92",21
smallMaze_26,astar,"55",21
smallMaze_26,ucs,"92",21
smallMaze_26,mm,"43",21
smallMaze_26,mm0,"51",21
smallMaze_27,dfs,"58",48
smallMaze_27,bfs,"92",20
smallMaze_27,astar,"54",20
smallMaze_27,ucs,"92",20
smallMaze_27,mm,"43",20
smallMaze_27,mm0,"50",20
smallMaze_28,dfs,"60",50
smallMaze_28,bfs,"90",18
smallMaze_28,astar,"40",18
smallMaze_28,ucs,"90",18
smallMaze_28,mm,"31",18
smallMaze_28,mm0,"48",18
smallMaze_29,dfs,"61",51
smallMaze_29,bfs,"88",17
smallMaze_29,astar,"38",17
smallMaze_29,ucs,"88",17
smallMaze_29,mm,"30",17
smallMaze_29,mm0,"48",17
smallMaze_3,dfs,"73",56
smallMaze_3,bfs,"92",26
smallMaze_3,astar,"54",26
smallMaze_3,ucs,"92",26
smallMaze_3,mm,"39",26
smallMaze_3,mm0,"41",26
smallMaze_30,dfs,"76",21
smallMaze_30,bfs,"86",21
smallMaze_30,astar,"34",21
smallMaze_30,ucs,"86",21
smallMaze_30,mm,"23",21
smallMaze_30,mm0,"45",21
smallMaze_31,dfs,"76",20
smallMaze_31,bfs,"86",20
smallMaze_31,astar,"34",20
smallMaze_31,ucs,"86",20
smallMaze_31,mm,"26",20
smallMaze_31,mm0,"47",20
smallMaze_32,dfs,"66",21
smallMaze_32,bfs,"86",21
smallMaze_32,astar,"35",21
smallMaze_32,ucs,"86",21
smallMaze_32,mm,"26",21
smallMaze_32,mm0,"48",21
smallMaze_33,dfs,"67",22
smallMaze_33,bfs,"86",22
smallMaze_33,astar,"36",22
smallMaze_33,ucs,"86",22
smallMaze_33,mm,"27",22
smallMaze_33,mm0,"44",22
smallMaze_34,dfs,"68",23
smallMaze_34,bfs,"86",23
smallMaze_34,astar,"37",23
smallMaze_34,ucs,"86",23
smallMaze_34,mm,"27",23
smallMaze_34,mm0,"43",23
smallMaze_35,dfs,"69",24
smallMaze_35,bfs,"86",24
smallMaze_35,astar,"38",24
smallMaze_35,ucs,"86",24
smallMaze_35,mm,"28",24
smallMaze_35,mm0,"40",24
smallMaze_36,dfs,"51",48
smallMaze_36,bfs,"88",28
smallMaze_36,astar,"38",28
smallMaze_36,ucs,"88",28
smallMaze_36,mm,"37",28
smallMaze_36,mm0,"37",28
smallMaze_37,dfs,"49",49
smallMaze_37,bfs,"88",29
smallMaze_37,astar,"38",29
smallMaze_37,ucs,"88",29
smallMaze_37,mm,"38",29
smallMaze_37,mm0,"38",29
smallMaze_38,dfs,"50",50
smallMaze_38,bfs,"88",30
smallMaze_38,astar,"38",30
smallMaze_38,ucs,"88",30
smallMaze_38,mm,"37",30
smallMaze_38,mm0,"37",30
smallMaze_39,dfs,"51",51
smallMaze_39,bfs,"88",31
smallMaze_39,astar,"38",31
smallMaze_39,ucs,"88",31
smallMaze_39,mm,"38",31
smallMaze_39,mm0,"38",31
smallMaze_4,dfs,"73",55
smallMaze_4,bfs,"92",25
smallMaze_4,astar,"54",25
smallMaze_4,ucs,"92",25
smallMaze_4,mm,"39",25
smallMaze_4,mm0,"42",25
smallMaze_40,dfs,"53",43
smallMaze_40,bfs,"90",23
smallMaze_40,astar,"41",23
smallMaze_40,ucs,"90",23
smallMaze_40,mm,"40",23
smallMaze_40,mm0,"49",23
smallMaze_41,dfs,"59",16
smallMaze_41,bfs,"87",16
smallMaze_41,astar,"28",16
smallMaze_41,ucs,"87",16
smallMaze_41,mm,"22",16
smallMaze_41,mm0,"47",16
smallMaze_42,dfs,"63",19
smallMaze_42,bfs,"86",19
smallMaze_42,astar,"32",19
smallMaze_42,ucs,"86",19
smallMaze_42,mm,"24",19
smallMaze_42,mm0,"50",19
smallMaze_43,dfs,"47",47
smallMaze_43,bfs,"88",27
smallMaze_43,astar,"38",27
smallMaze_43,ucs,"88",27
smallMaze_43,mm,"37",27
smallMaze_43,mm0,"38",27
smallMaze_44,dfs,"52",42
smallMaze_44,bfs,"89",22
smallMaze_44,astar,"39",22
smallMaze_44,ucs,"89",22
smallMaze_44,mm,"39",22
smallMaze_44,mm0,"47",22
smallMaze_45,dfs,"38",38
smallMaze_45,bfs,"83",18
smallMaze_45,astar,"34",18
smallMaze_45,ucs,"83",18
smallMaze_45,mm,"31",18
smallMaze_45,mm0,"41",18
smallMaze_46,dfs,"43",31
smallMaze_46,bfs,"83",17
smallMaze_46,astar,"32",17
smallMaze_46,ucs,"83",17
smallMaze_46,mm,"28",17
smallMaze_46,mm0,"38",17
smallMaze_47,dfs,"43",32
smallMaze_47,bfs,"83",16
smallMaze_47,astar,"30",16
smallMaze_47,ucs,"83",16
smallMaze_47,mm,"26",16
smallMaze_47,mm0,"40",16
smallMaze_48,dfs,"43",33
smallMaze_48,bfs,"81",15
smallMaze_48,astar,"28",15
smallMaze_48,ucs,"81",15
smallMaze_48,mm,"23",15
smallMaze_48,mm0,"37",15
smallMaze_49,dfs,"62",52
smallMaze_49,bfs,"79",14
smallMaze_49,astar,"26",14
smallMaze_49,ucs,"79",14
smallMaze_49,mm,"21",14
smallMaze_49,mm0,"40",14
smallMaze_5,dfs,"73",54
smallMaze_5,bfs,"92",24
smallMaze_5,astar,"54",24
smallMaze_5,ucs,"92",24
smallMaze_5,mm,"40",24
smallMaze_5,mm0,"44",24
smallMaze_50,dfs,"59",15
smallMaze_50,bfs,"85",15
smallMaze_50,astar,"27",15
smallMaze_50,ucs,"85",15
smallMaze_50,mm,"21",15
smallMaze_50,mm0,"48",15
smallMaze_51,dfs,"60",16
smallMaze_51,bfs,"86",16
smallMaze_51,astar,"28",16
smallMaze_51,ucs,"86",16
smallMaze_51,mm,"22",16
smallMaze_51,mm0,"47",16
smallMaze_52,dfs,"61",17
smallMaze_52,bfs,"86",17
smallMaze_52,astar,"29",17
smallMaze_52,ucs,"86",17
smallMaze_52,mm,"22",17
smallMaze_52,mm0,"50",17
smallMaze_53,dfs,"62",18
smallMaze_53,bfs,"86",18
smallMaze_53,astar,"31",18
smallMaze_53,ucs,"86",18
smallMaze_53,mm,"24",18
smallMaze_53,mm0,"49",18
smallMaze_54,dfs,"26",26
smallMaze_54,bfs,"86",22
